StudyId,DateTimeStudyAdded,SystematicSearchId,SystematicSearchName,InvestigatorIds,InvestigatorNames,DateTimeOfScreenings,ScreeningDecisions,ScreeningStatus
cd26cd7b-9de7-4fe0-86ab-b7fdd0ef3993,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
eb84cd62-1d28-4340-8dfc-563b0332df2e,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
a0ad9dee-25a5-4255-bfba-18915f3e7b41,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
8f78e7df-5cb2-4f93-ab92-8361cfab288c,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
c128ce77-ac9e-4a2a-b87e-873a6d83a56f,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
01c60c67-e119-45aa-bf1a-7faa1c6981fe,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,dc46ca91-f68a-4a61-b4f4-e26c16a2d1a1,Olena Maksym,2023-10-10 10:59:37,Excluded,InsufficientlyScreened
4f26e4e1-fa80-4aae-8fe5-49fa1f7fb7b2,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
ed00afa1-d8c3-4d79-8861-184aa40875d6,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
2d2e7c9d-abfd-4715-b3ca-0cd90faa8e0f,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
5001a79a-ecf1-453d-b79c-60fd8c510dfc,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
f39271e5-2c30-43e0-ab29-01186871c96d,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
d434cf1a-f05f-4140-94aa-7d0a5ec735de,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
a1287edf-0281-447c-b725-e531a0cf5312,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
